lemma;lemma-href;;
cartoon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04806.php;Klik;
cartularium;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00308.php;Klik;
catachrese;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01990.php;Klik;
cataforische verwijzing;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02000.php;Klik;
catalectisch;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02071.php;Klik;
catalogus-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00309.php;Klik;
catalogus-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00310.php;Klik;
catalogusverzen;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03480.php;Klik;
catastasis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00311.php;Klik;
catastrofe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00756.php;Klik;
catchphrase;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05311.php;Klik;
catharsis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00569.php;Klik;
cauda;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02851.php;Klik;
causerie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03318.php;Klik;
cavalier poets;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03483.php;Klik;
cenakel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03484.php;Klik;
censor;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04710.php;Klik;
census;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00312.php;Klik;
censuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00757.php;Klik;
cento;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00668.php;Klik;
centsprent;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03319.php;Klik;
CERL;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02580.php;Klik;
certum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00313.php;Klik;
cesuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02072.php;Klik;
cesuurrijm;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02073.php;Klik;
CFP;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01797.php;Klik;
chalcografie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00418.php;Klik;
chanson;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00669.php;Klik;
chanson balladée;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02770.php;Klik;
chanson de femme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03486.php;Klik;
chanson de geste;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03646.php;Klik;
chant royal;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02074.php;Klik;
chantefable;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03487.php;Klik;
chapbooks;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02275.php;Klik;
chargering;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03320.php;Klik;
charivari;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00315.php;Klik;
charta deletica;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01516.php;Klik;
charta rasa;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01516.php;Klik;
charter;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00316.php;Klik;
chauceriaanse stanza;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04114.php;Klik;
chiasme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00570.php;Klik;
Chicago school;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03491.php;Klik;
chicklit;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03492.php;Klik;
chiffre;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04928.php;Klik;
chirograaf;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00317.php;Klik;
chleuasme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05113.php;Klik;
choliambus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03496.php;Klik;
choor;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00977.php;Klik;
choree;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02910.php;Klik;
choriambe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02075.php;Klik;
choriambus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02075.php;Klik;
chrestomatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00564.php;Klik;
chria;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00319.php;Klik;
chrie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00319.php;Klik;
chronicle play;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03770.php;Klik;
chronodistichon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00321.php;Klik;
chronogram;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00322.php;Klik;
chronologische vertelwijze;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03321.php;Klik;
chronostichon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00323.php;Klik;
chronotopos;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03497.php;Klik;
chute;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02970.php;Klik;
cicero;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00201.php;Klik;
ciceronianisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03499.php;Klik;
cineroman;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03500.php;Klik;
CIP;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00325.php;Klik;
circumlocutio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03119.php;Klik;
cirkel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05114.php;Klik;
cirkeltheater;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03440.php;Klik;
cisiojanus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02554.php;Klik;
citaat;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00758.php;Klik;
citadelpoëzie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03322.php;Klik;
citybook;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04878.php;Klik;
civilité;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00326.php;Klik;
clandestiene literatuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03323.php;Klik;
CLARIN;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02581.php;Klik;
classic;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03325.php;Klik;
classicisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02077.php;Klik;
classicistisch drama;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00327.php;Klik;
claus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00571.php;Klik;
clausula;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02078.php;Klik;
clausule;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02079.php;Klik;
clerihew;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03501.php;Klik;
clerk;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00328.php;Klik;
cliché-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03328.php;Klik;
cliché-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05052.php;Klik;
cliffhanger;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03173.php;Klik;
cli-fi;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05510.php;Klik;
climax-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02080.php;Klik;
climax-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00759.php;Klik;
close reading;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00572.php;Klik;
clou;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02652.php;Klik;
clown;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04879.php;Klik;
cloze test;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03503.php;Klik;
clute;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01662.php;Klik;
cluyt;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01662.php;Klik;
coacervatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00329.php;Klik;
co-auteur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05498.php;Klik;
cock-and-bull-story;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03502.php;Klik;
cocktailuitdrukking;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02088.php;Klik;
cocktailwoord;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02088.php;Klik;
coda;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03507.php;Klik;
code;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03512.php;Klik;
codex;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00330.php;Klik;
codicologie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00331.php;Klik;
cognitieve literatuurwetenschap;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03514.php;Klik;
collaborative writing;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05003.php;Klik;
collage;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00760.php;Klik;
collatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01582.php;Klik;
collatieformule;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00333.php;Klik;
collationeren;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00334.php;Klik;
collocatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03515.php;Klik;
colloquium;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00335.php;Klik;
colofon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00336.php;Klik;
colon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02081.php;Klik;
color;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03516.php;Klik;
colores rhetorici;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03516.php;Klik;
colportage;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03517.php;Klik;
colporteur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01357.php;Klik;
column;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00761.php;Klik;
COM-catalogus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00338.php;Klik;
comédie d’intrigue;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01503.php;Klik;
comédie d’íntrigue;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01503.php;Klik;
comédie de caractère;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01500.php;Klik;
comédie de moeurs;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01501.php;Klik;
comédie heroique;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01502.php;Klik;
comédie héroïque;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01502.php;Klik;
comédie larmoyante;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01504.php;Klik;
comédie pastorale;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01451.php;Klik;
comedy of humours;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01505.php;Klik;
comedy of manners;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01501.php;Klik;
comic;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03179.php;Klik;
coming of age novel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03362.php;Klik;
comma;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02082.php;Klik;
commedia all’improviso;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00671.php;Klik;
commedia dell'arte;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00671.php;Klik;
commentaar;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03330.php;Klik;
comminatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05115.php;Klik;
commissiehandel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02608.php;Klik;
commoratio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01525.php;Klik;
communicatiemodel;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03518.php;Klik;
communicatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04012.php;Klik;
communio-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05204.php;Klik;
communio-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04940.php;Klik;
commutatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00339.php;Klik;
compagnie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00340.php;Klik;
comparatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00341.php;Klik;
comparatisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00672.php;Klik;
compendium;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00342.php;Klik;
compensatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04576.php;Klik;
competentie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03521.php;Klik;
compilatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00343.php;Klik;
complainte;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00344.php;Klik;
complexio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04940.php;Klik;
compositie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00573.php;Klik;
compositio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00345.php;Klik;
comprobatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00354.php;Klik;
computerpoëzie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03522.php;Klik;
concatenatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03523.php;Klik;
concept;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00347.php;Klik;
conceptismo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00673.php;Klik;
conceptuele integratie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04852.php;Klik;
concessio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00575.php;Klik;
concettismo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01355.php;Klik;
concetto;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00577.php;Klik;
conciliare;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00578.php;Klik;
conciliatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00579.php;Klik;
conclusio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00349.php;Klik;
concordans;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00351.php;Klik;
concordans;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00352.php;Klik;
concordantie-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00351.php;Klik;
concordantie-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00352.php;Klik;
concrete poëzie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02086.php;Klik;
concretisatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02220.php;Klik;
concretum pro abstracto;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05205.php;Klik;
conduplicatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02087.php;Klik;
conexio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03523.php;Klik;
conferentie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00357.php;Klik;
confessio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00746.php;Klik;
confident;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04475.php;Klik;
confirmatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00354.php;Klik;
conflict;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03331.php;Klik;
conflictus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00355.php;Klik;
congé;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03527.php;Klik;
congeries;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00356.php;Klik;
congres;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00357.php;Klik;
conjectuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00358.php;Klik;
conjointure;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00359.php;Klik;
connotatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00580.php;Klik;
consistentie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03332.php;Klik;
consolatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04503.php;Klik;
consonantie-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04981.php;Klik;
consonantie-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02389.php;Klik;
consonantie-3;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04899.php;Klik;
constitutio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03531.php;Klik;
constructio ad sensum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03532.php;Klik;
constructio ad sententiam;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03532.php;Klik;
constructivisme;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00762.php;Klik;
consuetudo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00360.php;Klik;
consumptieliteratuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02763.php;Klik;
contaminatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02088.php;Klik;
conte;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03535.php;Klik;
conte philosophique;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03536.php;Klik;
contentio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04580.php;Klik;
context;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00581.php;Klik;
contigu verband;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02089.php;Klik;
continue vertelwijze;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03333.php;Klik;
continueringsfout;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00361.php;Klik;
contractie-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00362.php;Klik;
contractie-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00363.php;Klik;
contractio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05282.php;Klik;
contradictie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00675.php;Klik;
contradictie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02477.php;Klik;
contradictio in terminis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00675.php;Klik;
contrafact;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02091.php;Klik;
contrafactuur;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02091.php;Klik;
contragedicht;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02093.php;Klik;
contrapositum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02012.php;Klik;
contraproef;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00424.php;Klik;
contrapunt-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04979.php;Klik;
contrapunt-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02094.php;Klik;
contrareformatie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00365.php;Klik;
contrast;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02095.php;Klik;
contravorm;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02093.php;Klik;
contre assonance;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02389.php;Klik;
controversia;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03537.php;Klik;
convenance;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00366.php;Klik;
conventie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00763.php;Klik;
conversio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04936.php;Klik;
convoluut;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00367.php;Klik;
copia rerum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00368.php;Klik;
copia verborum;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04838.php;Klik;
copla;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02098.php;Klik;
copyright;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00738.php;Klik;
copy-text;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00370.php;Klik;
coq-à-l'âne;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03538.php;Klik;
corpsmaat;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00371.php;Klik;
corpus-1;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00583.php;Klik;
corpus-2;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02604.php;Klik;
corpusstilistiek;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00583.php;Klik;
correctie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00374.php;Klik;
correctie op de pers;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00375.php;Klik;
correctietekens;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00376.php;Klik;
correctio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02099.php;Klik;
corrector;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00377.php;Klik;
correspondentie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03334.php;Klik;
corrigenda;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00517.php;Klik;
corruptie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00379.php;Klik;
coryfee;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00978.php;Klik;
costeriana;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01619.php;Klik;
costumbrismo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03539.php;Klik;
cotext;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00581.php;Klik;
couleur locale;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00764.php;Klik;
counter-canon;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05010.php;Klik;
coup de théâtre;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03540.php;Klik;
couplet;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02100.php;Klik;
courant;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00768.php;Klik;
creatieve analyse;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02102.php;Klik;
creatio;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04877.php;Klik;
creative writing;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03541.php;Klik;
crenologie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03542.php;Klik;
creticus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03389.php;Klik;
crisis;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00765.php;Klik;
critique génétique;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04670.php;Klik;
critiques de la conscience;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03701.php;Klik;
cross-over;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04540.php;Klik;
crux;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03544.php;Klik;
cryptografie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01054.php;Klik;
cryptoniem;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02665.php;Klik;
CTB;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02597.php;Klik;
cul-de-lampe;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02199.php;Klik;
cultbook;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00585.php;Klik;
culteranismo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00932.php;Klik;
cultural literacy;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03547.php;Klik;
cultural materialism;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03953.php;Klik;
culturele studies;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03551.php;Klik;
cultuurlied;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02103.php;Klik;
cultuursprookje;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03335.php;Klik;
cumulatieve bibliografie;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00385.php;Klik;
currens;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00386.php;Klik;
currente calamo;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00387.php;Klik;
cursief;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00388.php;Klik;
cursiefje;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00766.php;Klik;
cursiva;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01315.php;Klik;
cursus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03552.php;Klik;
cursus leoninus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03552.php;Klik;
cursus planus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04790.php;Klik;
cursus tardus;https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04791.php;Klik;
